caseid,educ,satjob
7414,12,Mod. Satisfied
7415,12,Mod. Satisfied
7416,16,NA
7417,19,Very Satisfied
7418,20,NA
7419,12,Very Satisfied
7420,16,Very Satisfied
7421,9,Mod. Satisfied
7422,13,NA
7423,12,Mod. Satisfied
7424,16,Very Satisfied
7425,10,Very Satisfied
7426,12,Very Satisfied
7427,6,Very Satisfied
7428,12,Mod. Satisfied
7429,8,A Little Dissat
7430,13,Mod. Satisfied
7431,14,NA
7432,16,Very Satisfied
7433,14,Very Satisfied
7434,18,Mod. Satisfied
7435,17,Mod. Satisfied
7436,12,NA
7437,16,Very Satisfied
7438,16,Very Satisfied
7439,17,Very Satisfied
7440,13,Very Satisfied
7441,12,Mod. Satisfied
7442,11,NA
7443,14,Very Satisfied
7444,12,Very Satisfied
7445,12,Very Satisfied
7446,13,NA
7447,13,NA
7448,15,Very Satisfied
7449,12,Mod. Satisfied
7450,14,Mod. Satisfied
7451,9,Very Satisfied
7452,20,Mod. Satisfied
7453,12,Mod. Satisfied
7454,16,Mod. Satisfied
7455,10,A Little Dissat
7456,9,Mod. Satisfied
7457,8,NA
7458,9,Very Satisfied
7459,12,NA
7460,16,Very Satisfied
7461,13,Very Satisfied
7462,17,Mod. Satisfied
7463,12,Very Satisfied
7464,12,Very Satisfied
7465,12,Mod. Satisfied
7466,12,Mod. Satisfied
7467,20,A Little Dissat
7468,12,Very Dissatisfied
7469,12,Mod. Satisfied
7470,12,Very Satisfied
7471,14,Very Satisfied
7472,12,NA
7473,13,Very Satisfied
7474,8,Mod. Satisfied
7475,12,Mod. Satisfied
7476,15,NA
7477,16,Very Satisfied
7478,6,NA
7479,12,Very Satisfied
7480,16,Mod. Satisfied
7481,12,NA
7482,12,NA
7483,12,Very Satisfied
7484,9,NA
7485,12,Very Satisfied
7486,17,A Little Dissat
7487,13,Very Dissatisfied
7488,8,NA
7489,15,NA
7490,12,Very Satisfied
7491,8,NA
7492,10,NA
7493,13,Very Satisfied
7494,13,Very Satisfied
7495,11,Mod. Satisfied
7496,16,NA
7497,12,NA
7498,14,NA
7499,8,NA
7500,12,NA
7501,12,Mod. Satisfied
7502,9,NA
7503,12,Mod. Satisfied
7504,8,Very Satisfied
7505,11,Mod. Satisfied
7506,10,NA
7507,7,Very Satisfied
7508,6,Mod. Satisfied
7509,12,Very Satisfied
7510,16,Very Satisfied
7511,12,NA
7512,14,Very Satisfied
7513,8,Very Satisfied
7514,8,NA
7515,10,Mod. Satisfied
7516,9,NA
7517,12,NA
7518,12,Very Satisfied
7519,12,Mod. Satisfied
7520,11,Very Satisfied
7521,10,NA
7522,12,Mod. Satisfied
7523,10,Mod. Satisfied
7524,12,Very Satisfied
7525,12,Mod. Satisfied
7526,11,Mod. Satisfied
7527,9,NA
7528,8,Very Satisfied
7529,12,Very Satisfied
7530,15,Mod. Satisfied
7531,6,NA
7532,8,NA
7533,8,Very Satisfied
7534,12,Mod. Satisfied
7535,4,NA
7536,16,Very Satisfied
7537,11,Mod. Satisfied
7538,7,Very Satisfied
7539,7,Very Satisfied
7540,5,A Little Dissat
7541,12,Mod. Satisfied
7542,6,Very Satisfied
7543,13,Very Satisfied
7544,10,Mod. Satisfied
7545,10,Very Satisfied
7546,12,Mod. Satisfied
7547,14,Very Satisfied
7548,12,NA
7549,12,A Little Dissat
7550,17,Mod. Satisfied
7551,16,Very Satisfied
7552,13,NA
7553,14,NA
7554,8,Very Satisfied
7555,16,Very Satisfied
7556,11,Very Satisfied
7557,12,NA
7558,9,Very Satisfied
7559,11,Very Satisfied
7560,12,Very Satisfied
7561,12,NA
7562,12,NA
7563,16,NA
7564,10,NA
7565,12,Mod. Satisfied
7566,12,NA
7567,12,Mod. Satisfied
7568,8,Mod. Satisfied
7569,12,Mod. Satisfied
7570,13,Mod. Satisfied
7571,9,Mod. Satisfied
7572,5,NA
7573,3,NA
7574,3,Very Satisfied
7575,8,Mod. Satisfied
7576,12,NA
7577,0,NA
7578,7,Very Satisfied
7579,8,Very Satisfied
7580,12,Mod. Satisfied
7581,7,NA
7582,16,NA
7583,11,Mod. Satisfied
7584,12,Very Satisfied
7585,12,Very Satisfied
7586,11,NA
7587,13,Very Satisfied
7588,13,NA
7589,11,NA
7590,10,Mod. Satisfied
7591,8,Very Satisfied
7592,4,Mod. Satisfied
7593,8,NA
7594,16,Mod. Satisfied
7595,NA,Mod. Satisfied
7596,17,Mod. Satisfied
7597,14,Very Satisfied
7598,12,Very Satisfied
7599,10,Mod. Satisfied
7600,15,Very Satisfied
7601,9,Mod. Satisfied
7602,13,Very Satisfied
7603,14,Very Satisfied
7604,12,Very Satisfied
7605,16,NA
7606,16,Very Satisfied
7607,16,A Little Dissat
7608,15,Mod. Satisfied
7609,16,NA
7610,16,NA
7611,12,Very Satisfied
7612,12,Very Satisfied
7613,14,Very Satisfied
7614,12,Very Satisfied
7615,12,Mod. Satisfied
7616,7,Mod. Satisfied
7617,13,Mod. Satisfied
7618,12,A Little Dissat
7619,8,Very Satisfied
7620,12,Mod. Satisfied
7621,12,Mod. Satisfied
7622,9,A Little Dissat
7623,9,Very Satisfied
7624,12,A Little Dissat
7625,12,Mod. Satisfied
7626,16,Very Satisfied
7627,10,Very Dissatisfied
7628,11,Mod. Satisfied
7629,14,A Little Dissat
7630,10,Very Satisfied
7631,4,Mod. Satisfied
7632,14,NA
7633,13,Very Dissatisfied
7634,12,Mod. Satisfied
7635,10,A Little Dissat
7636,11,Very Satisfied
7637,11,Mod. Satisfied
7638,17,Very Satisfied
7639,9,A Little Dissat
7640,16,A Little Dissat
7641,12,Very Satisfied
7642,9,Very Satisfied
7643,10,NA
7644,12,NA
7645,12,Very Satisfied
7646,16,NA
7647,18,Very Satisfied
7648,12,A Little Dissat
7649,12,Very Satisfied
7650,12,Mod. Satisfied
7651,13,Very Satisfied
7652,18,Very Satisfied
7653,12,A Little Dissat
7654,12,Mod. Satisfied
7655,6,NA
7656,4,NA
7657,8,Very Satisfied
7658,14,Mod. Satisfied
7659,10,Mod. Satisfied
7660,15,A Little Dissat
7661,12,Mod. Satisfied
7662,0,NA
7663,14,Mod. Satisfied
7664,NA,Mod. Satisfied
7665,18,Very Satisfied
7666,16,A Little Dissat
7667,16,Mod. Satisfied
7668,10,Mod. Satisfied
7669,10,Very Satisfied
7670,12,A Little Dissat
7671,14,Very Satisfied
7672,7,Mod. Satisfied
7673,14,Very Satisfied
7674,8,Mod. Satisfied
7675,9,Mod. Satisfied
7676,11,Mod. Satisfied
7677,5,Very Satisfied
7678,11,Mod. Satisfied
7679,12,A Little Dissat
7680,8,Very Satisfied
7681,7,Mod. Satisfied
7682,8,Very Satisfied
7683,8,NA
7684,4,Very Satisfied
7685,12,Very Satisfied
7686,12,Mod. Satisfied
7687,14,Very Satisfied
7688,11,A Little Dissat
7689,11,Very Satisfied
7690,14,NA
7691,11,Mod. Satisfied
7692,17,Very Satisfied
7693,18,NA
7694,13,Very Satisfied
7695,16,Very Dissatisfied
7696,NA,Very Satisfied
7697,8,Mod. Satisfied
7698,9,Very Satisfied
7699,12,Mod. Satisfied
7700,10,Mod. Satisfied
7701,8,Mod. Satisfied
7702,10,A Little Dissat
7703,12,A Little Dissat
7704,12,A Little Dissat
7705,12,Very Satisfied
7706,9,A Little Dissat
7707,12,Mod. Satisfied
7708,17,Mod. Satisfied
7709,17,Mod. Satisfied
7710,12,Very Satisfied
7711,17,Very Satisfied
7712,12,A Little Dissat
7713,16,Mod. Satisfied
7714,15,Very Satisfied
7715,11,Mod. Satisfied
7716,12,Mod. Satisfied
7717,12,Mod. Satisfied
7718,16,Very Satisfied
7719,8,NA
7720,13,A Little Dissat
7721,12,NA
7722,12,Mod. Satisfied
7723,10,Mod. Satisfied
7724,13,Very Satisfied
7725,5,NA
7726,11,Mod. Satisfied
7727,8,Mod. Satisfied
7728,6,Mod. Satisfied
7729,13,A Little Dissat
7730,11,NA
7731,9,Mod. Satisfied
7732,16,Mod. Satisfied
7733,12,Very Satisfied
7734,16,NA
7735,10,Very Satisfied
7736,13,NA
7737,10,A Little Dissat
7738,13,Mod. Satisfied
7739,8,Mod. Satisfied
7740,11,Mod. Satisfied
7741,12,Very Satisfied
7742,12,Very Satisfied
7743,8,Very Satisfied
7744,12,Mod. Satisfied
7745,14,Very Satisfied
7746,12,Very Satisfied
7747,12,Mod. Satisfied
7748,12,Mod. Satisfied
7749,12,Very Satisfied
7750,7,Very Satisfied
7751,12,Very Satisfied
7752,10,Mod. Satisfied
7753,12,Very Satisfied
7754,12,Very Satisfied
7755,12,Mod. Satisfied
7756,12,Very Satisfied
7757,12,Very Satisfied
7758,16,Mod. Satisfied
7759,14,Very Satisfied
7760,20,Very Satisfied
7761,16,NA
7762,13,Very Dissatisfied
7763,18,Very Satisfied
7764,16,Mod. Satisfied
7765,13,NA
7766,11,A Little Dissat
7767,12,NA
7768,12,Mod. Satisfied
7769,8,A Little Dissat
7770,8,Very Satisfied
7771,12,Very Satisfied
7772,12,A Little Dissat
7773,12,Mod. Satisfied
7774,12,Mod. Satisfied
7775,14,Mod. Satisfied
7776,12,Mod. Satisfied
7777,13,Mod. Satisfied
7778,12,Mod. Satisfied
7779,6,NA
7780,12,Mod. Satisfied
7781,12,NA
7782,7,NA
7783,9,Very Satisfied
7784,12,NA
7785,10,A Little Dissat
7786,8,Very Satisfied
7787,12,Very Satisfied
7788,14,Very Satisfied
7789,13,Mod. Satisfied
7790,12,Very Dissatisfied
7791,16,A Little Dissat
7792,17,Very Satisfied
7793,12,A Little Dissat
7794,12,Very Satisfied
7795,14,Very Satisfied
7796,9,Mod. Satisfied
7797,12,Very Satisfied
7798,10,Mod. Satisfied
7799,12,Mod. Satisfied
7800,12,Very Satisfied
7801,12,Very Satisfied
7802,12,Mod. Satisfied
7803,12,Very Satisfied
7804,14,Mod. Satisfied
7805,18,Very Satisfied
7806,14,A Little Dissat
7807,12,Mod. Satisfied
7808,12,Very Satisfied
7809,11,NA
7810,11,Mod. Satisfied
7811,17,Very Satisfied
7812,12,A Little Dissat
7813,16,Mod. Satisfied
7814,20,Mod. Satisfied
7815,12,Very Satisfied
7816,14,A Little Dissat
7817,10,Mod. Satisfied
7818,12,Very Dissatisfied
7819,8,NA
7820,8,NA
7821,6,NA
7822,12,Very Satisfied
7823,8,Very Satisfied
7824,12,Mod. Satisfied
7825,17,NA
7826,6,NA
7827,16,NA
7828,12,Mod. Satisfied
7829,12,NA
7830,3,NA
7831,12,Mod. Satisfied
7832,12,Mod. Satisfied
7833,6,NA
7834,10,NA
7835,14,Mod. Satisfied
7836,8,Very Satisfied
7837,12,Mod. Satisfied
7838,12,Mod. Satisfied
7839,12,Very Satisfied
7840,9,Mod. Satisfied
7841,12,Very Satisfied
7842,18,Very Satisfied
7843,11,Very Satisfied
7844,12,Mod. Satisfied
7845,11,NA
7846,13,NA
7847,18,Mod. Satisfied
7848,15,Very Satisfied
7849,12,Very Satisfied
7850,13,Mod. Satisfied
7851,12,Very Satisfied
7852,12,Very Satisfied
7853,11,Mod. Satisfied
7854,20,NA
7855,16,Very Satisfied
7856,5,NA
7857,12,Mod. Satisfied
7858,12,Very Satisfied
7859,18,NA
7860,11,Mod. Satisfied
7861,12,Very Satisfied
7862,12,Very Satisfied
7863,9,Very Satisfied
7864,12,Mod. Satisfied
7865,15,Mod. Satisfied
7866,8,Mod. Satisfied
7867,16,Very Satisfied
7868,5,Very Satisfied
7869,20,Very Dissatisfied
7870,10,Very Satisfied
7871,18,Very Satisfied
7872,18,Very Satisfied
7873,16,NA
7874,12,NA
7875,14,Mod. Satisfied
7876,13,NA
7877,12,Mod. Satisfied
7878,14,Very Satisfied
7879,16,NA
7880,13,Mod. Satisfied
7881,11,Mod. Satisfied
7882,16,Mod. Satisfied
7883,15,NA
7884,16,NA
7885,13,A Little Dissat
7886,10,Mod. Satisfied
7887,13,Very Satisfied
7888,11,Mod. Satisfied
7889,6,Mod. Satisfied
7890,12,Mod. Satisfied
7891,12,Very Satisfied
7892,12,Very Satisfied
7893,12,Very Satisfied
7894,8,Very Satisfied
7895,12,Mod. Satisfied
7896,14,Mod. Satisfied
7897,13,Very Satisfied
7898,14,Mod. Satisfied
7899,10,NA
7900,12,Very Satisfied
7901,12,Very Satisfied
7902,12,Very Satisfied
7903,6,Mod. Satisfied
7904,13,NA
7905,10,Very Satisfied
7906,12,Mod. Satisfied
7907,12,Mod. Satisfied
7908,12,Very Satisfied
7909,12,Very Satisfied
7910,16,Mod. Satisfied
7911,12,Mod. Satisfied
7912,10,Very Satisfied
7913,12,Very Satisfied
7914,12,Very Satisfied
7915,16,Very Satisfied
7916,12,Mod. Satisfied
7917,12,Very Satisfied
7918,9,Very Satisfied
7919,14,Very Satisfied
7920,7,Very Satisfied
7921,13,Mod. Satisfied
7922,18,NA
7923,9,Very Satisfied
7924,9,Very Satisfied
7925,12,Mod. Satisfied
7926,7,Very Satisfied
7927,6,Very Satisfied
7928,6,Very Satisfied
7929,9,Very Satisfied
7930,9,Mod. Satisfied
7931,16,Mod. Satisfied
7932,9,A Little Dissat
7933,9,Mod. Satisfied
7934,12,Very Satisfied
7935,12,Mod. Satisfied
7936,10,NA
7937,12,Very Satisfied
7938,12,Mod. Satisfied
7939,12,Mod. Satisfied
7940,14,Very Satisfied
7941,11,Mod. Satisfied
7942,12,NA
7943,9,Mod. Satisfied
7944,10,Mod. Satisfied
7945,12,A Little Dissat
7946,14,Very Satisfied
7947,8,Very Satisfied
7948,12,Very Satisfied
7949,11,Mod. Satisfied
7950,7,Very Satisfied
7951,12,Mod. Satisfied
7952,11,NA
7953,12,Very Satisfied
7954,12,Very Satisfied
7955,13,Very Satisfied
7956,12,A Little Dissat
7957,14,Mod. Satisfied
7958,14,Mod. Satisfied
7959,NA,Mod. Satisfied
7960,10,A Little Dissat
7961,10,Very Satisfied
7962,12,Mod. Satisfied
7963,14,Mod. Satisfied
7964,13,Very Satisfied
7965,12,Mod. Satisfied
7966,17,Mod. Satisfied
7967,12,Very Satisfied
7968,20,Very Satisfied
7969,14,Very Satisfied
7970,11,NA
7971,15,NA
7972,12,NA
7973,3,NA
7974,12,NA
7975,16,NA
7976,4,Very Satisfied
7977,4,Very Satisfied
7978,8,Very Satisfied
7979,12,A Little Dissat
7980,12,Mod. Satisfied
7981,12,Very Satisfied
7982,17,Mod. Satisfied
7983,16,Mod. Satisfied
7984,18,Very Dissatisfied
7985,12,Very Satisfied
7986,12,Mod. Satisfied
7987,18,Very Satisfied
7988,12,Mod. Satisfied
7989,8,A Little Dissat
7990,12,Very Satisfied
7991,10,A Little Dissat
7992,15,A Little Dissat
7993,12,A Little Dissat
7994,12,A Little Dissat
7995,13,Mod. Satisfied
7996,12,Mod. Satisfied
7997,16,Very Satisfied
7998,16,Very Satisfied
7999,15,Mod. Satisfied
8000,12,Mod. Satisfied
8001,13,Very Satisfied
8002,12,A Little Dissat
8003,12,Very Satisfied
8004,12,Very Satisfied
8005,12,Mod. Satisfied
8006,15,Mod. Satisfied
8007,12,Very Satisfied
8008,7,NA
8009,11,A Little Dissat
8010,12,Mod. Satisfied
8011,11,Very Satisfied
8012,14,Very Dissatisfied
8013,12,Very Satisfied
8014,12,Very Satisfied
8015,11,Very Satisfied
8016,12,Mod. Satisfied
8017,13,Mod. Satisfied
8018,12,Very Satisfied
8019,14,Mod. Satisfied
8020,13,NA
8021,12,Mod. Satisfied
8022,12,Mod. Satisfied
8023,16,Mod. Satisfied
8024,14,A Little Dissat
8025,12,Very Satisfied
8026,12,Very Dissatisfied
8027,12,NA
8028,12,Mod. Satisfied
8029,12,Very Satisfied
8030,14,Very Satisfied
8031,13,A Little Dissat
8032,18,Very Satisfied
8033,14,Very Satisfied
8034,12,Mod. Satisfied
8035,14,Very Dissatisfied
8036,10,A Little Dissat
8037,12,A Little Dissat
8038,13,Mod. Satisfied
8039,16,NA
8040,11,NA
8041,12,Mod. Satisfied
8042,19,Mod. Satisfied
8043,20,A Little Dissat
8044,14,Mod. Satisfied
8045,13,Mod. Satisfied
8046,14,Very Satisfied
8047,14,Very Satisfied
8048,11,Mod. Satisfied
8049,13,NA
8050,12,Mod. Satisfied
8051,10,Very Dissatisfied
8052,11,NA
8053,16,Very Satisfied
8054,12,Very Satisfied
8055,12,Mod. Satisfied
8056,11,NA
8057,8,Very Satisfied
8058,13,Very Satisfied
8059,10,NA
8060,13,Very Satisfied
8061,12,Mod. Satisfied
8062,12,Very Satisfied
8063,12,NA
8064,8,Very Satisfied
8065,12,NA
8066,10,Very Satisfied
8067,14,NA
8068,12,Very Satisfied
8069,12,Very Satisfied
8070,12,A Little Dissat
8071,8,NA
8072,11,A Little Dissat
8073,8,Very Satisfied
8074,11,Mod. Satisfied
8075,8,Mod. Satisfied
8076,11,Mod. Satisfied
8077,17,NA
8078,8,NA
8079,13,NA
8080,11,Very Satisfied
8081,12,NA
8082,12,NA
8083,15,Mod. Satisfied
8084,12,NA
8085,12,Mod. Satisfied
8086,16,NA
8087,16,NA
8088,12,Very Satisfied
8089,8,NA
8090,7,Mod. Satisfied
8091,12,Mod. Satisfied
8092,12,A Little Dissat
8093,13,Very Satisfied
8094,12,Very Satisfied
8095,8,NA
8096,12,Very Satisfied
8097,12,Very Satisfied
8098,12,Very Satisfied
8099,12,Very Satisfied
8100,7,Very Satisfied
8101,12,Very Satisfied
8102,12,Mod. Satisfied
8103,17,Very Satisfied
8104,12,Very Satisfied
8105,12,Mod. Satisfied
8106,12,Very Satisfied
8107,11,NA
8108,8,NA
8109,9,Very Satisfied
8110,12,Mod. Satisfied
8111,16,Mod. Satisfied
8112,8,Mod. Satisfied
8113,16,Mod. Satisfied
8114,17,Mod. Satisfied
8115,14,NA
8116,8,NA
8117,12,Very Satisfied
8118,12,Mod. Satisfied
8119,14,Very Satisfied
8120,12,Mod. Satisfied
8121,12,Very Satisfied
8122,9,Very Satisfied
8123,16,A Little Dissat
8124,15,Mod. Satisfied
8125,11,Very Satisfied
8126,8,NA
8127,9,NA
8128,15,Mod. Satisfied
8129,14,NA
8130,12,Very Satisfied
8131,18,Very Satisfied
8132,16,Mod. Satisfied
8133,16,Very Satisfied
8134,16,Mod. Satisfied
8135,8,NA
8136,12,Very Satisfied
8137,12,A Little Dissat
8138,12,Very Satisfied
8139,8,A Little Dissat
8140,12,Mod. Satisfied
8141,13,Very Satisfied
8142,14,Very Satisfied
8143,16,Mod. Satisfied
8144,9,A Little Dissat
8145,8,Mod. Satisfied
8146,12,Mod. Satisfied
8147,11,Very Satisfied
8148,12,Mod. Satisfied
8149,10,Mod. Satisfied
8150,12,A Little Dissat
8151,14,NA
8152,12,Mod. Satisfied
8153,6,Mod. Satisfied
8154,8,Very Satisfied
8155,12,Very Satisfied
8156,16,Very Satisfied
8157,12,Mod. Satisfied
8158,15,NA
8159,16,Mod. Satisfied
8160,10,Very Satisfied
8161,12,A Little Dissat
8162,10,A Little Dissat
8163,12,Very Satisfied
8164,7,Mod. Satisfied
8165,11,Mod. Satisfied
8166,13,Very Satisfied
8167,8,NA
8168,10,NA
8169,9,Mod. Satisfied
8170,9,Mod. Satisfied
8171,12,Very Satisfied
8172,11,A Little Dissat
8173,16,Very Satisfied
8174,5,NA
8175,NA,Mod. Satisfied
8176,13,NA
8177,14,Mod. Satisfied
8178,7,Mod. Satisfied
8179,9,Very Satisfied
8180,9,Mod. Satisfied
8181,19,Very Satisfied
8182,9,Very Satisfied
8183,8,Very Satisfied
8184,7,Mod. Satisfied
8185,9,Very Satisfied
8186,9,A Little Dissat
8187,12,Very Satisfied
8188,14,Very Satisfied
8189,16,Very Satisfied
8190,9,Very Satisfied
8191,11,Mod. Satisfied
8192,18,Very Satisfied
8193,15,Mod. Satisfied
8194,12,NA
8195,12,A Little Dissat
8196,15,NA
8197,11,Very Satisfied
8198,11,Very Satisfied
8199,6,NA
8200,3,NA
8201,7,Mod. Satisfied
8202,7,Mod. Satisfied
8203,8,Mod. Satisfied
8204,10,Mod. Satisfied
8205,18,Mod. Satisfied
8206,12,Very Satisfied
8207,12,NA
8208,12,NA
8209,16,Mod. Satisfied
8210,12,Mod. Satisfied
8211,10,A Little Dissat
8212,9,Very Satisfied
8213,12,Very Satisfied
8214,11,Mod. Satisfied
8215,13,Very Satisfied
8216,10,NA
8217,20,Very Satisfied
8218,11,Very Satisfied
8219,13,Very Satisfied
8220,12,Mod. Satisfied
8221,12,NA
8222,8,Very Satisfied
8223,13,NA
8224,5,Mod. Satisfied
8225,12,Very Satisfied
8226,5,NA
8227,4,NA
8228,9,NA
8229,15,NA
8230,12,Very Satisfied
8231,10,Mod. Satisfied
8232,7,Mod. Satisfied
8233,8,NA
8234,7,NA
8235,11,Mod. Satisfied
8236,12,NA
8237,13,Very Satisfied
8238,12,Mod. Satisfied
8239,13,Mod. Satisfied
8240,12,Mod. Satisfied
8241,12,Very Satisfied
8242,14,NA
8243,13,Mod. Satisfied
8244,15,Mod. Satisfied
8245,12,Very Satisfied
8246,14,Mod. Satisfied
8247,11,Very Satisfied
8248,12,Very Satisfied
8249,13,Very Satisfied
8250,15,Very Satisfied
8251,12,Mod. Satisfied
8252,12,Very Satisfied
8253,5,NA
8254,10,Very Satisfied
8255,10,NA
8256,11,A Little Dissat
8257,13,Mod. Satisfied
8258,11,Very Satisfied
8259,9,Very Satisfied
8260,6,A Little Dissat
8261,8,Very Satisfied
8262,10,A Little Dissat
8263,12,Mod. Satisfied
8264,9,Mod. Satisfied
8265,12,Very Dissatisfied
8266,16,Mod. Satisfied
8267,8,Very Satisfied
8268,8,Mod. Satisfied
8269,12,Very Satisfied
8270,8,NA
8271,16,Very Satisfied
8272,12,Mod. Satisfied
8273,10,Mod. Satisfied
8274,16,NA
8275,12,NA
8276,12,Very Satisfied
8277,16,Very Satisfied
8278,8,Very Satisfied
8279,12,Very Satisfied
8280,8,Very Satisfied
8281,12,Very Satisfied
8282,12,Mod. Satisfied
8283,12,A Little Dissat
8284,8,Very Satisfied
8285,12,Mod. Satisfied
8286,8,Very Satisfied
8287,8,Very Satisfied
8288,12,Very Satisfied
8289,8,Very Dissatisfied
8290,NA,A Little Dissat
8291,8,NA
8292,12,Mod. Satisfied
8293,12,Mod. Satisfied
8294,14,NA
8295,6,Mod. Satisfied
8296,12,Very Satisfied
8297,12,A Little Dissat
8298,4,NA
8299,8,Very Satisfied
8300,9,Mod. Satisfied
8301,15,NA
8302,12,Mod. Satisfied
8303,15,Very Satisfied
8304,10,Very Dissatisfied
8305,9,Mod. Satisfied
8306,7,Very Satisfied
8307,13,Very Satisfied
8308,12,NA
8309,12,Mod. Satisfied
8310,10,Very Satisfied
8311,7,Very Satisfied
8312,4,Very Satisfied
8313,6,NA
8314,6,Very Satisfied
8315,11,Mod. Satisfied
8316,16,Very Satisfied
8317,8,Very Satisfied
8318,12,Very Satisfied
8319,10,Very Satisfied
8320,8,Mod. Satisfied
8321,12,Mod. Satisfied
8322,12,Very Satisfied
8323,5,Very Satisfied
8324,10,NA
8325,16,Mod. Satisfied
8326,9,Very Satisfied
8327,12,Very Satisfied
8328,11,Very Satisfied
8329,0,NA
8330,13,Mod. Satisfied
8331,12,Mod. Satisfied
8332,12,Very Satisfied
8333,9,NA
8334,15,NA
8335,14,Mod. Satisfied
8336,11,Very Satisfied
8337,12,Mod. Satisfied
8338,13,Very Satisfied
8339,12,NA
8340,12,Very Satisfied
8341,12,Very Satisfied
8342,5,Mod. Satisfied
8343,12,Very Satisfied
8344,12,Mod. Satisfied
8345,12,Mod. Satisfied
8346,16,Mod. Satisfied
8347,12,Very Satisfied
8348,16,Mod. Satisfied
8349,9,Very Satisfied
8350,17,Very Satisfied
8351,12,Very Satisfied
8352,13,Mod. Satisfied
8353,16,Very Satisfied
8354,16,Mod. Satisfied
8355,15,Very Satisfied
8356,12,Mod. Satisfied
8357,16,NA
8358,16,Mod. Satisfied
8359,10,Very Satisfied
8360,11,NA
8361,5,NA
8362,12,Very Satisfied
8363,12,Mod. Satisfied
8364,11,Mod. Satisfied
8365,15,Very Satisfied
8366,16,Very Satisfied
8367,12,NA
8368,12,NA
8369,5,Very Satisfied
8370,14,Very Satisfied
8371,5,Very Satisfied
8372,12,NA
8373,3,Mod. Satisfied
8374,8,NA
8375,17,Very Satisfied
8376,6,A Little Dissat
8377,6,NA
8378,NA,A Little Dissat
8379,15,Mod. Satisfied
8380,8,NA
8381,NA,NA
8382,12,Very Satisfied
8383,14,Mod. Satisfied
8384,12,Very Satisfied
8385,16,Mod. Satisfied
8386,12,Very Satisfied
8387,15,NA
8388,12,Very Satisfied
8389,12,A Little Dissat
8390,12,Very Satisfied
8391,12,Mod. Satisfied
8392,9,Very Satisfied
8393,12,A Little Dissat
